"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Extended Family Size,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
11,WO,A1,WO 2012/135563 A1,031-515-208-130-603,2012-10-04,2012,US 2012/0031342 W,2012-03-30,US 201161469996 P,2011-03-31,SYSTEM AND METHOD FOR ESTABLISHING A COMMUNICATION SESSION,"A server in a communications network establishes a communication channel between a user's device and another device having a display. Particularly, the server generates a Quick Response (QR) code utilizing one or more parameters, and sends it to a device for display to a user. Using his or her device, the user captures an image of the displayed QR code and extracts the parameters using an image analysis technique. The device then sends the extracted parameters back to the server, which then utilizes them to authenticate the user and establish the communications session.",SONY MOBILE COMM AB;;BIRKLER PAUL JOERGEN;;FEDOSOV ANTON;;BLATTMAN JEFFREY;;REIN JR RICHARD WALTER,BIRKLER PAUL JOERGEN;;FEDOSOV ANTON;;BLATTMAN JEFFREY;;REIN JR RICHARD WALTER,,https://lens.org/031-515-208-130-603,Patent Application,no,6,49,10,10,0,G06F21/313;;H04L63/18;;H04M1/2755;;H04L67/141;;G06Q20/3276;;H04L63/08;;H04M1/72445;;H04W12/77;;H04W12/50;;G06F21/313;;H04L63/18;;H04M1/2755;;G06Q20/3276;;H04L67/141;;H04M1/72445;;H04W12/50;;H04W12/77;;H04L63/08,H04N1/32;;H04L29/06;;H04M1/72445,,0,0,,,,PENDING
12,EP,A1,EP 0546091 A1,108-020-448-418-726,1993-06-16,1993,EP 91917155 A,1991-08-28,US 57474790 A;;US 9105917 W,1990-08-29,HOMOLOGOUS RECOMBINATION IN MAMMALIAN CELLS.,The invention relates to methods for intracellularly producing DNA segments by homologous recombination of smaller overlapping DNA fragments and transgenic mammalian cells and transgenic non-human mammals produced by such methods.,GENPHARM INT,KAY ROBERT M;;BERNS ANTON;;KRIMPENFORT PAUL;;PIEPER FRANK;;STRIJKER REIN,PHARMING INTELLECTUAL PROPERTY BV (1999-06-09);;GENE PHARMING EUROPE BV (1994-07-13);;PHARMING B.V. (1996-04-10),https://lens.org/108-020-448-418-726,Patent Application,yes,0,1,12,12,0,A01K67/0275;;A01K2217/05;;C07K14/765;;C07K14/79;;C07K16/00;;C12N15/85;;C12N15/87;;C12N15/907;;C12N2800/206;;C12N2830/00;;C12N2830/85;;A01K67/0275;;C12N15/87;;C12N2800/206;;C07K14/79;;C07K14/765;;C12N15/907;;C12N2830/85;;C07K16/00;;C12N15/85;;C12N2830/00;;A01K2217/05,C12N15/00;;A01K67/027;;C07K14/765;;C07K14/79;;C07K16/00;;C12N5/10;;C12N15/09;;C12N15/12;;C12N15/13;;C12N15/14;;C12N15/85;;C12N15/87;;C12N15/90,,0,0,,,,EXPIRED
13,WO,A1,WO 1992/003917 A1,001-277-309-337-938,1992-03-19,1992,US 9105917 W,1991-08-28,US 57474790 A,1990-08-29,HOMOLOGOUS RECOMBINATION IN MAMMALIAN CELLS,The invention relates to methods for intracellularly producing DNA segments by homologous recombination of smaller overlapping DNA fragments and transgenic mammalian cells and transgenic non-human mammals produced by such methods.,GENPHARM INT,KAY ROBERT M;;BERNS ANTON;;KRIMPENFORT PAUL;;PIEPER FRANK;;STRIJKER REIN,,https://lens.org/001-277-309-337-938,Patent Application,yes,0,241,12,12,0,A01K67/0275;;A01K2217/05;;C07K14/765;;C07K14/79;;C07K16/00;;C12N15/85;;C12N15/87;;C12N15/907;;C12N2800/206;;C12N2830/00;;C12N2830/85;;A01K67/0275;;C12N15/87;;C12N2800/206;;C07K14/79;;C07K14/765;;C12N15/907;;C12N2830/85;;C07K16/00;;C12N15/85;;C12N2830/00;;A01K2217/05,A01K67/027;;C07K14/765;;C07K14/79;;C07K16/00;;C12N5/10;;C12N15/09;;C12N15/85;;C12N15/87;;C12N15/90,,4,3,031-284-697-047-425;;033-548-486-855-309;;069-695-832-958-551,10.1126/science.2660262;;2660262;;6085063;;10.1016/0378-1119(84)90001-5;;10.1126/science.2660260;;2660260,"SCIENCE. vol. 244, 16 June 1989; O'CONNOR M. ET AL.: ""Construction of large DNA segments in Escherichia coli"", pages 1307-1312;;GENE. vol. 32, 1984; URANO ET AL.: ""Tandem arrangement of the albumin and x-fetoprotein genes in the human genome"", pages 255-261;;SCIENCE. vol. 244, 16 June 1989; CAPECCHI: ""Altering the Genome by Homologous Recombination"", pages 1288-1292;;JOURNAL OF CELL BIOLOGY. vol. 107 (6 parts), 29 January-02 February 1989; GOODMAN ET AL.: ""Preparation from lactating bovine mammary cells grown in vitro of a partial cDNA clone for bovine lactoferrin"", page 846A",PATENTED
14,WO,A1,WO 2005/049999 A1,113-879-889-781-478,2005-06-02,2005,NL 2004000790 W,2004-11-11,EP 03078614 A,2003-11-18,PROCESS FOR IGNITING A ROCKET ENGINE AND ROCKET ENGINE,"A process for igniting a rocket motor or a rocket engine with a free, molecular oxygen containing hot gas obtained by decomposing at least one ignition system liquid (1) is presented.The rocket motor contains a fuel rich propellant mixture based on fuel and oxidizer, the fuel in the mixture being selected from the group of aluminium, HTBP, GAP, Poly Nimmo and BAMO.The rocket engine uses fuel rich streams of propellant, which streams of propellant are based on a combination of fuel and oxidizer, said fuel being selected from the group of hydrogen, methane and kerosene.",TNO;;SCHOEYER HERMAN FEDDE REIN;;MAREE ANTON GERHARDUS MARIA;;SANDERS HUBERTUS MARIE,SCHOEYER HERMAN FEDDE REIN;;MAREE ANTON GERHARDUS MARIA;;SANDERS HUBERTUS MARIE,,https://lens.org/113-879-889-781-478,Patent Application,yes,4,3,4,4,0,F02K9/96;;F02K9/95,F02K9/95;;F02K9/96,,0,0,,,,PENDING
15,EP,A1,EP 1533511 A1,112-222-475-665-132,2005-05-25,2005,EP 03078614 A,2003-11-18,EP 03078614 A,2003-11-18,Process for igniting a rocket engine and rocket engine,"A process for igniting a rocket motor or rocket engine is presented, wherein a fuel rich propellant, propellant mixture, or propellant streams for the rocket motor or rocket engine is ignited by decomposing at least one liquid igniter liquid to provide an oxygen rich hot gas.",NL ORGANISATIE VOORTOEGEPAST N,SCHOEYER HERMAN FEDDE REIN;;SANDERS HUBERTUS MARIE;;MAREE ANTON GERHARDUS MARIA,,https://lens.org/112-222-475-665-132,Patent Application,yes,11,12,4,4,0,F02K9/95;;F02K9/96,F02K9/95;;F02K9/96,,0,0,,,,DISCONTINUED
16,EP,B1,EP 3557855 B1,013-911-474-190-643,2020-12-23,2020,EP 19178957 A,2012-03-30,US 201161469996 P;;EP 12712514 A;;US 2012/0031342 W,2011-03-31,SYSTEM AND METHOD FOR ESTABLISHING A COMMUNICATION SESSION,,SONY CORP,BIRKLER PAUL JOERGEN;;FEDOSOV ANTON;;REIN JR RICHARD WALTER;;BLATTMAN JEFFREY,SONY GROUP CORPORATION (2021-07-28);;SONY CORPORATION (2020-12-23),https://lens.org/013-911-474-190-643,Granted Patent,yes,6,0,10,10,0,G06F21/313;;H04L63/18;;H04M1/2755;;H04L67/141;;G06Q20/3276;;H04L63/08;;H04M1/72445;;H04W12/77;;H04W12/50;;G06F21/313;;H04L63/18;;H04M1/2755;;G06Q20/3276;;H04L67/141;;H04M1/72445;;H04W12/50;;H04W12/77;;H04L63/08,H04W12/00;;G06F21/31;;G06Q20/32;;H04L29/06;;H04M1/72445,,2,0,,,"ALEXANDRE ALAPETITE: ""Dynamic 2D-barcodes for multi-device Web session migration including mobile phones"", PERSONAL AND UBIQUITOUS COMPUTING, SPRINGER VERLAG, LO, vol. 14, no. 1, 2 April 2009 (2009-04-02), pages 45-52, XP019783613, ISSN: 1617-4917;;Ben Dodson ET AL: ""Secure, Consumer-Friendly Web Authentication and Payments with a Phone : Second International ICST Conference, MobiCASE 2010, Santa Clara, CA, USA, October 25-28, 2010, Revised Selected Papers"" In: ""Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering"", 28 October 2010 (2010-10-28), Springer, DE, XP055599094, ISSN: 1867-8211 ISBN: 978-3-642-17758-3 vol. 76, pages 17-38, DOI: 10.1007/978-3-642-29336-8_2, * Sections 1, 3 and 8 *",ACTIVE
17,AU,A,AU 1991/086497 A,085-863-189-839-413,1992-03-30,1992,AU 1991/086497 A,1991-08-28,US 57474790 A;;US 9105917 W,1990-08-29,HOMOLOGOUS RECOMBINATION IN MAMMALIAN CELLS,The invention relates to methods for intracellularly producing DNA segments by homologous recombination of smaller overlapping DNA fragments and transgenic mammalian cells and transgenic non-human mammals produced by such methods.,GENE PHARMING EUROPE BV,KAY ROBERT M;;BERNS ANTON;;KRIMPENFORT PAUL;;PIEPER FRANK;;STRIJKER REIN,,https://lens.org/085-863-189-839-413,Patent Application,no,0,0,12,12,0,A01K67/0275;;A01K2217/05;;C07K14/765;;C07K14/79;;C07K16/00;;C12N15/85;;C12N15/87;;C12N15/907;;C12N2800/206;;C12N2830/00;;C12N2830/85;;A01K67/0275;;C12N15/87;;C12N2800/206;;C07K14/79;;C07K14/765;;C12N15/907;;C12N2830/85;;C07K16/00;;C12N15/85;;C12N2830/00;;A01K2217/05,A01K67/027;;C07K14/765;;C07K14/79;;C07K16/00;;C12N5/10;;C12N15/09;;C12N15/85;;C12N15/87;;C12N15/90,,0,0,,,,EXPIRED
18,US,B2,US 9276921 B2,096-680-765-058-787,2016-03-01,2016,US 201214008508 A,2012-03-30,US 201214008508 A;;US 201161469996 P;;US 2012/0031342 W,2011-03-31,System and method for establishing a communication session,"A server in a communications network establishes a communication channel between a user's device and another device having a display. Particularly, the server generates a Quick Response (QR) code utilizing one or more parameters, and sends it to a device for display to a user. Using his or her device, the user captures an image of the displayed QR code and extracts the parameters using an image analysis technique. The device then sends the extracted parameters back to the server, which then utilizes them to authenticate the user and establish the communications session.",BIRKLER PAUL JOERGEN;;FEDOSOV ANTON;;BLATTMAN JEFFREY;;REIN JR RICHARD WALTER;;SONY CORP;;SONY MOBILE COMM AB,BIRKLER PAUL JOERGEN;;FEDOSOV ANTON;;BLATTMAN JEFFREY;;REIN JR RICHARD WALTER,SONY MOBILE COMMUNICATIONS AB (2014-03-05);;SONY CORPORATION (2019-03-25);;SONY MOBILE COMMUNICATIONS INC (2017-09-14),https://lens.org/096-680-765-058-787,Granted Patent,yes,7,9,10,10,0,G06F21/313;;H04L63/18;;H04M1/2755;;H04L67/141;;G06Q20/3276;;H04L63/08;;H04M1/72445;;H04W12/77;;H04W12/50;;G06F21/313;;H04L63/18;;H04M1/2755;;G06Q20/3276;;H04L67/141;;H04M1/72445;;H04W12/50;;H04W12/77;;H04L63/08,H04L9/32;;G06F21/31;;G06Q20/32;;H04L29/06;;H04L29/08;;H04M1/2755;;H04M1/72445,,0,0,,,,ACTIVE
19,CA,A1,CA 2546371 A1,062-355-559-912-476,2005-06-02,2005,CA 2546371 A,2004-11-11,EP 03078614 A;;NL 2004000790 W,2003-11-18,PROCESS FOR IGNITING A ROCKET ENGINE AND ROCKET ENGINE,,TNO,SANDERS HUBERTUS MARIE;;SCHOEYER HERMAN FEDDE REIN;;MAREE ANTON GERHARDUS MARIA,,https://lens.org/062-355-559-912-476,Patent Application,no,0,0,4,4,0,F02K9/96;;F02K9/95,F02K9/95;;F02K9/96,,0,0,,,,DISCONTINUED
20,US,A,US 5612205 A,094-945-062-908-085,1997-03-18,1997,US 98900293 A,1993-03-01,US 98900293 A;;US 57474790 A;;US 9105917 W,1990-08-29,Homologous recombination in mammalian cells,The invention relates to methods for intracellularly producing DNA segments by homologous recombination of smaller overlapping DNA fragments and transgenic mammalian cells and transgenic non-human mammals produced by such methods.,GENPHARM INT,KAY ROBERT M;;BERNS ANTON;;KRIMPENFORT PAUL;;PIEPER FRANK;;STRIJKER REIN,PHARMING INTELLECTUAL PROPERTY B.V (1998-05-29);;GENPHARM INTERNATIONAL INC (1993-02-17);;PHARMING B.V (1995-04-28);;PHARMING HOLDING N.V (1997-05-23),https://lens.org/094-945-062-908-085,Granted Patent,yes,5,508,12,12,0,A01K67/0275;;A01K2217/05;;C07K14/765;;C07K14/79;;C07K16/00;;C12N15/85;;C12N15/87;;C12N15/907;;C12N2800/206;;C12N2830/00;;C12N2830/85;;A01K67/0275;;C12N15/87;;C12N2800/206;;C07K14/79;;C07K14/765;;C12N15/907;;C12N2830/85;;C07K16/00;;C12N15/85;;C12N2830/00;;A01K2217/05,A01K67/027;;C07K14/765;;C07K14/79;;C07K16/00;;C12N5/10;;C12N15/09;;C12N15/85;;C12N15/87;;C12N15/90,435/172.3;;935/55,20,14,061-499-747-704-953;;145-507-740-230-516;;025-529-130-352-23X;;003-188-179-522-040;;081-681-864-809-689;;097-252-097-875-356;;038-677-070-281-869;;018-435-001-552-701;;006-598-800-733-059;;050-498-576-918-047;;100-351-126-347-14X;;033-548-486-855-309;;069-666-246-761-155;;069-695-832-958-551,10.1016/0168-9525(87)90235-6;;10.1073/pnas.86.20.8020;;pmc298205;;2510157;;2835520;;10.1128/jvi.62.6.2191-2195.1988;;pmc253328;;10.1128/mcb.6.9.3246-3252.1986;;10.1128/mcb.6.9.3246;;pmc367062;;3023971;;10.1093/genetics/111.2.375;;2996980;;pmc1202649;;pmc345239;;6328502;;10.1073/pnas.81.10.3153;;6294829;;10.1126/science.6294829;;10.1126/science.6301012;;6301012;;pmc5553637;;3545063;;10.1146/annurev.ge.20.120186.002341;;10.1146/annurev.genet.20.1.465;;2049066;;10.1042/bj2760349;;pmc1151098;;10.1016/s0021-9258(17)35775-7;;2419329;;6085063;;10.1016/0378-1119(84)90001-5;;3122179;;pmc306523;;10.1093/nar/15.23.9667;;10.1126/science.2660260;;2660260,"Buttin, Exogenous Ig gene rearrangement in transgenic mice: a new strategy for human monoclonal antibody production TIG 3(8):205 206 (1987).;;Shimizu et al., Immunoglobulin double isotype expression by trans mRNA in a human immunoglobulin transgenic mouse, PNAS 86:8020 23 (1989).;;Van Zijl et al., Regeneration of herpesviruses from molecularly cloned subgenomic fragments, J. Virol. 62:2191 2195 (1988).;;Anderson et al., Recombination of homologous DNA fragments transfected into mammalian cells occurs predominantly by terminal pairing, Mol. Cell. Biol. 6(9):3246 3252 (Sep., 1986).;;Ayares et al., Homologous recombination between autonomously replicating plasmids in mammalian cells, Genetics 111:375 388 (Oct., 1985).;;Kucherlapati et al., Homologous recombination between plasmids in mammalian cells can be enhanced by treatment of input DNA, Proc. Natl. Acad. Sci. USA 81:3153 3157 (May, 1984).;;Small et al., Recombination during gene transfer into maouse cells can restore the function of deleted genes, Science 219:174 176 (Jan. 14, 1983).;;Miller et al., High efficiency ligation and recombination of DNA fragments by vertebrate cells, Science 220:606 609 (May 6, 1983).;;Palmiter et al., Expression of Growth Hormone Genes in Transgenic Mice, in Genetic Manipulation of the Early Mammalian Embryo , Cold Spring Harbor Laboratory, pp. 123 132 (1985).;;Palmiter & Brinster, Germ Line Transformation of Mice, Ann. Rev. Genet. 20, 465 99 (1986).;;Stowell et al Biochem J 276: 349, 1991.;;Urano et al JBC 261(7): 3244, 1986.;;Urano et al Gene 32: 255, 1984.;;Lorenz et al NAR 15(23): 9667, 1987.;;O Connor et al Science 244: 1307, 1989.;;Capecchi Science 244: 1288, 1989.;;Palmiter et al 1985 Genetic Manipulator CSH pp. 123 132.;;Scergos et al. Adv in Genetes 24: 285, 1987.;;von Pyl et al J of Uinl 62: 2191, 1982.;;Websters Dictionary, 9th ed. p. 1373.",EXPIRED
21,EP,A1,EP 1700024 A1,077-933-592-866-738,2006-09-13,2006,EP 04808706 A,2004-11-11,NL 2004000790 W;;EP 03078614 A;;EP 04808706 A,2003-11-18,PROCESS FOR IGNITING A ROCKET ENGINE AND ROCKET ENGINE,,TNO,SCHOEYER HERMAN FEDDE REIN;;MAREE ANTON GERHARDUS MARIA;;SANDERS HUBERTUS MARIE,,https://lens.org/077-933-592-866-738,Patent Application,yes,0,0,4,4,0,F02K9/96;;F02K9/95,F02K9/95;;F02K9/96,,1,0,,,See references of WO 2005049999A1,DISCONTINUED
22,EP,B1,EP 2692125 B1,151-136-909-467-269,2019-06-26,2019,EP 12712514 A,2012-03-30,US 201161469996 P;;US 2012/0031342 W,2011-03-31,SYSTEM AND METHOD FOR ESTABLISHING A COMMUNICATION SESSION,,SONY MOBILE COMM AB,BIRKLER PAUL JOERGEN;;FEDOSOV ANTON;;BLATTMAN JEFFREY;;REIN JR RICHARD WALTER,,https://lens.org/151-136-909-467-269,Granted Patent,yes,6,0,10,10,0,G06F21/313;;H04L63/18;;H04M1/2755;;H04L67/141;;G06Q20/3276;;H04L63/08;;H04M1/72445;;H04W12/77;;H04W12/50;;G06F21/313;;H04L63/18;;H04M1/2755;;G06Q20/3276;;H04L67/141;;H04M1/72445;;H04W12/50;;H04W12/77;;H04L63/08,H04L29/06;;G06F21/31;;H04M1/72445;;H04N1/32;;H04W12/06,,0,0,,,,ACTIVE
23,WO,A1,WO 2023/102434 A1,193-704-370-807-966,2023-06-08,2023,US 2022/0080677 W,2022-11-30,US 202163284348 P,2021-11-30,ANORECTAL TONOMETER FOR NEUROLOGICAL TESTING,"The present invention is directed to an anorectal tonometer capable of quantitative measurement of a rectal tone. The present invention features a rectal tonometer device for quantitatively detecting and measuring a rectal tone of a patient. In some embodiments, the device may comprise a main body comprising a cavity within and a deformable tip, comprising a pressure sensor, partially disposed in the cavity and extending from the main body. Deforming the tip may actuate the pressure sensor. The rectal tonometer device may further comprise a circuit board disposed within the cavity, communicatively coupled to the deformable tip capable of accepting a pressure signal from the pressure sensor and measuring, based on the pressure signal, the rectal tone of the patient.",UNIV ARIZONA,ENIKOV ENIKO;;ANTON REIN;;EDES GERGO;;HOLT BRASON;;FOWLER TYLER;;OSORIO MIGUEL,,https://lens.org/193-704-370-807-966,Patent Application,yes,5,0,1,1,0,A61B5/227;;A61B5/4222;;A61B5/407;;A61B5/6847;;A61B2562/0247,A61B5/22;;A61B5/03;;A61B5/103,,0,0,,,,PENDING
24,CA,A1,CA 2090473 A1,017-658-142-105-43X,1992-03-01,1992,CA 2090473 A,1991-08-28,US 57474790 A,1990-08-29,HOMOLOGOUS RECOMBINATIN IN MAMMALIAN CELLS,2090473 9203917 PCTABS00011 The invention relates to methods for intracellularly producing DNA segments by homologous recombination of smaller overlapping DNA fragments and transgenic mammalian cells and transgenic non-human mammals produced by such methods.,GENPHARM INT,KAY ROBERT M;;BERNS ANTON;;KRIMPENFORT PAUL J A;;PIEPER FRANK;;STRIJKER REIN,,https://lens.org/017-658-142-105-43X,Patent Application,no,0,0,12,12,0,A01K67/0275;;A01K2217/05;;C07K14/765;;C07K14/79;;C07K16/00;;C12N15/85;;C12N15/87;;C12N15/907;;C12N2800/206;;C12N2830/00;;C12N2830/85;;A01K67/0275;;C12N15/87;;C12N2800/206;;C07K14/79;;C07K14/765;;C12N15/907;;C12N2830/85;;C07K16/00;;C12N15/85;;C12N2830/00;;A01K2217/05,A01K67/027;;C07K14/765;;C07K14/79;;C07K16/00;;C12N5/10;;C12N15/09;;C12N15/85;;C12N15/87;;C12N15/90,,0,0,,,,DISCONTINUED
