"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Extended Family Size,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
1,WO,A1,WO 2017/192331 A1,120-349-099-199-585,2017-11-09,2017,US 2017/0029589 W,2017-04-26,US 201662331040 P;;US 201662351493 P;;US 201662373549 P;;US 201662382590 P,2016-05-03,TELECOMMUNICATIONS TERMINAL WITH REMOVABLE MODULES,"A fiber optic terminal includes an enclosure defining an interior space having a plurality module holders and at least one module removably positioned in one of the plurality of module holders. Each removable module may include at least one input adapter and a plurality of output adapters. Each removable module may also include one or more splitters, cable storage components, pass-through components, or parking components. The fiber optic module may also include first and second arms extending from the front side of the body and a handle coupled to the first and second arms. The handle may be rotatable between a closed position and an open position, and may also be removable from the first and second arms when the handle is in the open position.",CORNING OPTICAL COMMUNICATIONS LLC,BURKETT ALAN DUNCAN;;HENLEY JOSHUA DAVID;;HERRIDGE JOSEPH RONALD;;JENSEN JOSEPH CLINTON;;RODRIGUEZ DIANA,,https://lens.org/120-349-099-199-585,Patent Application,yes,3,1,4,4,0,G02B6/4452;;G02B6/4453;;G02B6/4452;;G02B6/4453;;G02B6/3897;;G02B6/4447;;G02B6/4454,G02B6/44,,0,0,,,,PENDING
2,US,B2,US 10295771 B2,016-305-123-810-002,2019-05-21,2019,US 201715490162 A,2017-04-18,US 201715490162 A;;US 201662382590 P;;US 201662351493 P;;US 201662373549 P;;US 201662331040 P,2016-05-03,Telecommunications terminal with removable modules,"A fiber optic terminal includes an enclosure defining an interior space having a plurality module holders and at least one module removably positioned in one of the plurality of module holders. Each removable module may include at least one input adapter and a plurality of output adapters. Each removable module may also include one or more splitters, cable storage components, pass-through components, or parking components. The fiber optic module may also include first and second arms extending from the front side of the body and a handle coupled to the first and second arms. The handle may be rotatable between a closed position and an open position, and may also be removable from the first and second arms when the handle is in the open position.",CORNING OPTICAL COMMUNICATIONS LLC,BURKETT ALAN DUNCAN;;HENLEY JOSHUA DAVID;;HERRIDGE JOSEPH RONALD;;JENSEN JOSEPH CLINTON;;RODRIGUEZ DIANA;;WARUIRU DAVID KIMONDO;;DE JESÚS LEYDYS DENISS,CORNING OPTICAL COMMUNICATIONS LLC (2019-03-19),https://lens.org/016-305-123-810-002,Granted Patent,yes,92,0,4,4,0,G02B6/4452;;G02B6/4453;;G02B6/4452;;G02B6/4453;;G02B6/3897;;G02B6/4447;;G02B6/4454,G02B6/44;;G02B6/38,,3,0,,,"U.S. Appl. No. 62/331,040, A. Burkett et al., “Fiber Optic Terminal for Distributed Split Fiber Optic Network,” filed May 3, 2016.;;U.S. Appl. No. 62/373,549, A. Burkett et al., “Fiber Optic Terminal for Distributed Split Fiber Optic Network,” filed Aug. 11, 2016.;;International Search Report and Written Opinion PCT/US2017/029589 dated Jul. 12, 2017.",ACTIVE
3,US,A1,US 2019/0250350 A1,050-429-058-483-179,2019-08-15,2019,US 201916393372 A,2019-04-24,US 201916393372 A;;US 201715490162 A;;US 201662382590 P;;US 201662373549 P;;US 201662351493 P;;US 201662331040 P,2016-05-03,TELECOMMUNICATIONS TERMINAL WITH REMOVABLE MODULES,"A fiber optic terminal includes an enclosure defining an interior space having a plurality module holders and at least one module removably positioned in one of the plurality of module holders. Each removable module may include at least one input adapter and a plurality of output adapters. Each removable module may also include one or more splitters, cable storage components, pass-through components, or parking components. The fiber optic module may also include first and second arms extending from the front side of the body and a handle coupled to the first and second arms. The handle may be rotatable between a closed position and an open position, and may also be removable from the first and second arms when the handle is in the open position.",CORNING OPTICAL COMMUNICATIONS LLC,BURKETT ALAN DUNCAN;;DE JESUS LEYDYS DENISS;;HENLEY JOSHUA DAVID;;HERRIDGE JOSEPH RONALD;;JENSEN JOSEPH CLINTON;;RODRIGUEZ DIANA;;WARUIRU DAVID KIMONDO,CORNING OPTICAL COMMUNICATIONS LLC (2019-03-19),https://lens.org/050-429-058-483-179,Patent Application,yes,0,2,4,4,0,G02B6/4452;;G02B6/4453;;G02B6/4452;;G02B6/4453;;G02B6/3897;;G02B6/4447;;G02B6/4454,G02B6/44;;G02B6/38,,0,0,,,,DISCONTINUED
4,US,A1,US 2017/0322384 A1,040-221-304-508-365,2017-11-09,2017,US 201715490162 A,2017-04-18,US 201715490162 A;;US 201662382590 P;;US 201662351493 P;;US 201662373549 P;;US 201662331040 P,2016-05-03,TELECOMMUNICATIONS TERMINAL WITH REMOVABLE MODULES,"A fiber optic terminal includes an enclosure defining an interior space having a plurality module holders and at least one module removably positioned in one of the plurality of module holders. Each removable module may include at least one input adapter and a plurality of output adapters. Each removable module may also include one or more splitters, cable storage components, pass-through components, or parking components. The fiber optic module may also include first and second arms extending from the front side of the body and a handle coupled to the first and second arms. The handle may be rotatable between a closed position and an open position, and may also be removable from the first and second arms when the handle is in the open position.",CORNING OPTICAL COMMUNICATIONS LLC,BURKETT ALAN DUNCAN;;HENLEY JOSHUA DAVID;;HERRIDGE JOSEPH RONALD;;JENSEN JOSEPH CLINTON;;RODRIGUEZ DIANA;;WARUIRU DAVID KIMONDO;;DE JOSÚS LEYDYS DENISS,CORNING OPTICAL COMMUNICATIONS LLC (2019-03-19),https://lens.org/040-221-304-508-365,Patent Application,yes,10,12,4,4,0,G02B6/4452;;G02B6/4453;;G02B6/4452;;G02B6/4453;;G02B6/3897;;G02B6/4447;;G02B6/4454,G02B6/44;;G02B6/38,,0,0,,,,ACTIVE
