"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Extended Family Size,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
1,US,B1,US 11223663 B1,163-755-292-438-115,2022-01-11,2022,US 202016918531 A,2020-07-01,US 202016918531 A,2020-07-01,Providing personalized chat communications within portable document format documents,"The present disclosure relates to systems, non-transitory computer-readable media, and methods for initiating electronic chats based on conversation workflows identified in response to detected user actions in connection with an embedded document container displaying a PDF file. In particular, in one or more embodiments, the disclosed systems detect user interactions with a PDF file displayed by a document container embedded in a webpage. The disclosed systems can determine whether the detected user interactions include or indicate a conversation workflow trigger associated with a conversation workflow. The disclosed systems can further generate electronic messages based on the conversation workflow and provide the generated electronic messages to the user in connection with the webpage where the document container is embedded.",ADOBE INC,KUMBI NIRANJAN SHIVANAND;;KUMAR VARINDER;;PANT UDDHAB;;BINDAL ADITYA;;GUPTA AMIT;;TANWAR LAKSHAY;;SREEKANTH REDDY;;AWATRAMANI AJAY,ADOBE INC (2020-06-26),https://lens.org/163-755-292-438-115,Granted Patent,yes,20,0,2,2,0,H04L67/06;;H04L65/403;;G06F3/048;;H04L67/06,G06F3/048,,0,0,,,,ACTIVE
2,US,A1,US 2022/0006846 A1,112-454-923-536-346,2022-01-06,2022,US 202016918531 A,2020-07-01,US 202016918531 A,2020-07-01,PROVIDING PERSONALIZED CHAT COMMUNICATIONS WITHIN PORTABLE DOCUMENT FORMAT DOCUMENTS,"The present disclosure relates to systems, non-transitory computer-readable media, and methods for initiating electronic chats based on conversation workflows identified in response to detected user actions in connection with an embedded document container displaying a PDF file. In particular, in one or more embodiments, the disclosed systems detect user interactions with a PDF file displayed by a document container embedded in a webpage. The disclosed systems can determine whether the detected user interactions include or indicate a conversation workflow trigger associated with a conversation workflow. The disclosed systems can further generate electronic messages based on the conversation workflow and provide the generated electronic messages to the user in connection with the webpage where the document container is embedded.",ADOBE INC,KUMBI NIRANJAN SHIVANAND;;KUMAR VARINDER;;PANT UDDHAB;;BINDAL ADITYA;;GUPTA AMIT;;TANWAR LAKSHAY;;SREEKANTH REDDY;;AWATRAMANI AJAY,ADOBE INC (2020-06-26),https://lens.org/112-454-923-536-346,Patent Application,yes,0,5,2,2,0,H04L67/06;;H04L65/403;;G06F3/048;;H04L67/06,G06F3/048,,0,0,,,,ACTIVE
