"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Extended Family Size,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
1,US,A1,US 2008/0127156 A1,041-842-183-717-301,2008-05-29,2008,US 59114106 A,2006-10-31,US 59114106 A,2006-10-31,Method and system for runtime environment emulation,"A method for runtime environment emulation involves loading an application class of an object-oriented application, where the object-oriented application is executing in a runtime environment, and where the application class includes a method call that is unsupported by the runtime environment. The method further involves translating, during loading of the application class, the unsupported method call into one or more method calls that are supported by the runtime environment, to obtain a translated class, where the one or more supported method calls emulate the unsupported method call.",SUN MICROSYSTEMS INC,BUZA KYLE MATTHEW;;ROCCHETTI ROBERT JAMES,SUN MICROSYSTEMS INC (2006-10-25),https://lens.org/041-842-183-717-301,Patent Application,yes,17,15,2,2,0,G06F9/44521;;G06F9/44521;;G06F8/52;;G06F8/52,G06F9/44;;G06F9/45,717/166;;717/162;;717/136,0,0,,,,ACTIVE
2,US,B2,US 9183011 B2,069-163-131-757-135,2015-11-10,2015,US 59114106 A,2006-10-31,US 59114106 A,2006-10-31,Method and system for runtime environment emulation,"A method for runtime environment emulation involves loading an application class of an object-oriented application, where the object-oriented application is executing in a runtime environment, and where the application class includes a method call that is unsupported by the runtime environment. The method further involves translating, during loading of the application class, the unsupported method call into one or more method calls that are supported by the runtime environment, to obtain a translated class, where the one or more supported method calls emulate the unsupported method call.",BUZA KYLE MATTHEW;;ROCCHETTI ROBERT JAMES;;ORACLE AMERICA INC,BUZA KYLE MATTHEW;;ROCCHETTI ROBERT JAMES,SUN MICROSYSTEMS INC (2006-10-25),https://lens.org/069-163-131-757-135,Granted Patent,yes,17,0,2,2,0,G06F9/44521;;G06F9/44521;;G06F8/52;;G06F8/52,G06F9/445;;G06F9/45,,0,0,,,,ACTIVE
